Country Name,Sub-Region,Series Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Central African Republic,Middle Africa,Current health expenditure per capita (current US$),10.28705597,9.54669666,10.80481339,12.96637344,13.89353085,14.7944603,16.09814835,19.37653732,19.16386795,22.45341301,17.81714249,20.03986931,20.52720833,17.99575615,20.81191635,18.99312592,21.8805294,29.9801693,53.66416168
Central African Republic,Middle Africa,"Current health expenditure per capita, PPP (current international $)",27.71577263,26.94804955,30.17386627,30.34997559,31.76545715,33.42503357,35.94737244,39.98856354,35.1823349,43.48772812,35.13772964,36.95798111,39.31394577,33.11423111,34.89954376,37.49248123,42.5126915,54.73753357,97.0058136
Chad,Middle Africa,Current health expenditure (% of GDP),5.45750713,5.2932992,7.26787472,5.5094099,5.50012684,4.84111166,4.86643076,4.34313393,4.05955124,4.44166899,4.06023359,3.91046357,3.85607934,4.06645298,4.27316856,4.52395248,4.90541553,4.40445328,4.09880257
Chad,Middle Africa,Current health expenditure per capita (current US$),10.23765469,11.79921436,18.12550163,18.198349,28.2273941,31.98035049,34.6416626,34.82590866,37.71233368,35.68569183,36.28798676,38.49904251,37.41161346,39.95672226,43.72490692,35.09303284,34.352211,29.49969864,29.23851013
Chad,Middle Africa,"Current health expenditure per capita, PPP (current international $)",48.73456573,51.93267059,75.61090851,64.4280777,85.00637054,77.39698792,77.85208893,71.30908203,67.69852448,75.25681305,76.32644653,72.53703308,76.88246155,84.34866333,93.51703644,99.15447235,99.77900696,85.68202972,79.01350403
Chile,South America,Current health expenditure (% of GDP),7.03517628,7.15104103,7.26602364,7.33330393,6.90115023,6.58871555,6.03516722,6.17537546,6.74047899,7.20918465,6.77489328,6.7717886,7.0209198,7.44478321,7.80729866,8.30269146,8.51866722,9.06820488,9.14051342
Chile,South America,Current health expenditure per capita (current US$),356.9637756,327.1319885,323.0671692,349.9878235,427.5166931,500.6451721,571.201416,648.5598145,724.7012329,735.9789429,867.7307739,991.2028809,1077.82019,1179.472656,1145.408569,1127.021606,1171.623047,1360.173584,1455.60791
Chile,South America,"Current health expenditure per capita, PPP (current international $)",672.1102905,713.1483765,750.8027954,795.0272217,815.2077026,839.8360596,950.7780762,1046.221924,1112.300903,1164.975708,1230.442871,1377.555908,1510.03894,1670.555786,1779.022339,1883.715454,1949.353271,2193.382568,2305.676514
China,Eastern Asia,Current health expenditure (% of GDP),4.47341394,4.22035074,4.34825134,4.38032389,4.25689554,4.14221525,3.91870999,3.65868473,3.87722778,4.32182407,4.2079916,4.32551336,4.5493989,4.71002245,4.77322769,4.8887229,4.98188066,5.15119171,5.35107994
China,Eastern Asia,Current health expenditure per capita (current US$),42.11240387,43.66367722,49.14166641,55.6510849,63.26198578,71.86441803,81.22816467,97.07929993,131.8872833,162.6175537,186.4915009,236.3749237,281.6771545,326.0415955,359.3093262,390.1040955,395.3599548,437.2567444,501.0593872
China,Eastern Asia,"Current health expenditure per capita, PPP (current international $)",128.892273,133.8138428,152.0623322,170.950531,186.5805664,208.2489319,227.0512695,246.7405396,289.5706177,354.4398193,381.2937012,435.6901245,505.1409912,571.6217651,631.4486694,701.9383545,759.1862183,837.7727051,935.1928711
Colombia,South America,Current health expenditure (% of GDP),5.63529348,5.94238234,5.73295689,5.77505875,5.79892826,6.06709814,6.33551502,6.49102831,6.84192705,7.31134653,7.07130146,6.78076839,6.74599648,7.01724052,7.18553209,7.52338552,7.53117037,7.67864275,7.63980007
Colombia,South America,Current health expenditure per capita (current US$),132.879715,136.6105347,130.4255219,128.0061493,157.5755768,207.1589966,237.0175171,305.9917908,374.4269714,379.6958618,448.0877686,497.3807068,543.0700073,576.7012329,583.0588989,464.6349793,442.1382446,489.6445923,513.1586914
Colombia,South America,"Current health expenditure per capita, PPP (current international $)",352.9886475,383.4709168,382.180603,410.9615173,442.3376465,506.3409119,574.0198364,637.1278076,698.4293823,750.892334,760.1638184,791.1361084,825.5771484,905.244751,978.5662231,1053.736938,1073.833862,1114.096191,1155.407471
Comoros,Eastern Africa,Current health expenditure (% of GDP),7.31747961,6.48650169,6.49571133,6.15899706,6.03137445,5.82406998,5.68997049,5.46857214,5.21697044,5.07112646,5.09492636,5.43611145,4.67309475,4.60162401,4.55703831,4.73517609,4.70250511,4.64801407,4.58884811
Comoros,Eastern Africa,Current health expenditure per capita (current US$),45.77197266,43.472435,48.72956085,57.74796677,62.88409805,62.4527359,62.53800583,67.81578064,72.68344879,68.19288635,67.074646,78.71292114,65.57981873,69.27052307,68.98582458,60.21103287,60.74297714,61.72988892,65.22776031
Comoros,Eastern Africa,"Current health expenditure per capita, PPP (current international $)",134.3731079,123.8116074,128.1867828,123.0547257,121.0336762,123.5387421,122.4730072,120.667305,119.150238,117.5705261,121.082901,134.017807,118.2778091,120.9004898,121.6225586,129.0987244,129.7490234,131.1263428,134.2088471
Congo,Middle Africa,Current health expenditure (% of GDP),1.45309758,2.6104486,2.55746818,3.7208724,4.32298088,4.15535212,4.29650307,4.23824692,4.89141369,4.44885302,3.74988651,3.21934819,3.30099463,3.56509233,3.97941589,3.99593234,4.36690283,4.15728664,3.30075741
Congo,Middle Africa,Current health expenditure per capita (current US$),18.6212616,5.82149839,4.47839451,6.47020149,8.38838673,9.07471561,10.97469044,12.13539028,16.02249908,13.28515053,12.52543068,12.46153259,14.01603508,16.326828,19.37128258,19.87244987,20.58203506,19.41761589,18.51088905
Congo,Middle Africa,"Current health expenditure per capita, PPP (current international $)",6.62343693,11.5792799,11.51999569,17.47947693,21.57100677,21.9807663,23.87996483,24.87830925,30.08571815,27.43423653,24.23534393,21.95619202,23.76433182,27.4029007,33.00378799,34.64826202,37.93149948,36.94486618,30.71561813
Costa Rica,Central America,Current health expenditure (% of GDP),6.59314299,6.49965191,6.89989567,6.99989271,6.65927315,6.69515944,6.96992493,7.03324175,7.51461315,7.90734673,8.11340141,8.21805191,7.91351128,7.86832047,7.88175106,7.82285929,7.5334692,7.32879639,7.56336021
Costa Rica,Central America,Current health expenditure per capita (current US$),248.753418,256.3935852,277.6987,289.0682678,292.0318298,311.7087708,362.5049133,427.0420227,515.4333496,534.5744629,660.5864258,749.6449585,784.4829712,825.3932495,831.3001709,883.9154663,878.888916,861.3200684,909.6730957
Costa Rica,Central America,"Current health expenditure per capita, PPP (current international $)",513.4329224,525.7944946,576.1186523,611.2467041,614.0442505,651.9136353,739.4746704,817.6796875,919.8322144,953.5092163,1025.914917,1093.241455,1111.214722,1136.649658,1187.567871,1221.217163,1226.343506,1244.150269,1336.528564
Cote d'Ivoire,Western Africa,Current health expenditure (% of GDP),5.59964752,4.79337454,4.3950634,4.54102564,5.15417147,5.2876687,5.75623083,6.29261971,6.31469202,6.17719936,6.10366869,6.07790899,6.11988115,5.13896704,5.15732431,4.42198133,4.53622293,4.45303488,4.19003773
Cote d'Ivoire,Western Africa,Current health expenditure per capita (current US$),36.47083664,31.83412552,31.49195862,39.49386978,47.48029327,49.2191925,54.63421631,66.77438354,78.02518463,74.76235962,73.97220612,74.19325256,76.09120941,72.7405014,80.42262268,63.07769775,67.21105194,69.34188843,71.88140869
Cote d'Ivoire,Western Africa,"Current health expenditure per capita, PPP (current international $)",133.1938019,113.9005127,102.0270844,103.6983185,119.8323212,126.249527,140.6737366,157.2107697,161.2670136,160.4155273,159.8135071,153.3957672,168.1682434,152.6377258,165.6068115,152.3129273,166.2775421,174.6352387,176.2785339
Croatia,Southern Europe,Current health expenditure (% of GDP),7.70187807,7.19601297,6.20467758,6.35693502,6.56943607,6.90637589,6.97705221,7.46290779,7.725914,8.17594814,8.10364056,7.79134035,7.7956953,6.53333521,6.69970798,6.78635979,6.82976627,6.77827311,6.82702351
Croatia,Southern Europe,Current health expenditure per capita (current US$),371.0621338,388.3248901,386.4440918,512.1520996,634.6203003,727.1310425,816.0170288,1041.034424,1258.872437,1187.545288,1126.373657,1132.498901,1029.971191,889.944519,909.3716431,795.520813,840.9050293,902.6252441,1014.222351
Croatia,Southern Europe,"Current health expenditure per capita, PPP (current international $)",811.1820068,836.5319214,784.1401367,860.9785767,954.5822144,1056.766724,1215.816772,1443.335083,1604.328369,1633.331299,1598.638184,1612.717896,1644.482666,1420.1073,1475.160645,1553.761963,1667.585327,1773.441772,1876.104492
Cuba,Caribbean,Current health expenditure (% of GDP),6.58189821,6.98209763,7.11481667,7.10295439,6.83178759,8.75525475,8.2719059,10.96749115,11.31422806,12.29053974,10.6880827,11.31298637,9.29940987,10.43099499,12.1412344,12.81401348,12.2177515,11.7113266,11.18745422
Cuba,Caribbean,Current health expenditure per capita (current US$),180.8112183,198.1336517,213.3907929,227.0909576,231.9878235,331.532135,387.4201965,571.2655029,612.2435913,679.6263428,612.4650879,699.8342896,604.2123413,713.241333,866.0756226,986.7340088,984.8484497,1000.289551,986.9373169
Cuba,Caribbean,"Current health expenditure per capita, PPP (current international $)",547.9127808,639.1407471,711.3026123,756.9699097,748.3478394,1069.458496,1291.400635,1842.79187,1974.979248,2192.343018,2041.550415,2170.579834,1888.163574,2228.87915,2706.486328,3180.360596,2493.62793,2517.681641,2519.294189
Cyprus,Western Asia,Current health expenditure (% of GDP),5.30800056,5.33940458,5.61565971,5.63568783,5.40558147,5.43580961,5.46357489,5.35744858,6.01427698,6.46531582,6.51767111,6.44928503,6.55474567,6.94518471,6.9609561,6.92568588,6.83423901,6.73828936,6.76976299
Cyprus,Western Asia,Current health expenditure per capita (current US$),750.5167236,782.1616211,890.4829712,1145.058472,1286.971558,1366.01709,1474.02063,1694.271851,2155.246582,2105.477783,2045.292358,2114.668945,1899.372559,1916.322632,1873.891357,1616.549438,1681.903687,1780.3479,1954.40686
Cyprus,Western Asia,"Current health expenditure per capita, PPP (current international $)",1135.922485,1228.198364,1330.505737,1375.599121,1411.047852,1520.421753,1653.523926,1781.295898,2122.587646,2221.738525,2205.682617,2176.957275,2091.354736,2100.021973,2077.867432,2198.687012,2358.557373,2498.465088,2624.85083
Czechia,Eastern Europe,Current health expenditure (% of GDP),5.71755314,5.88764715,6.19887209,6.55446577,6.3854723,6.38101006,6.19553137,6.01604843,6.35973358,7.29290485,6.92806244,6.97689199,7.02843523,7.80669546,7.65308523,7.24275684,7.1495986,7.23133898,7.64651203
Czechia,Eastern Europe,Current health expenditure per capita (current US$),342.921051,388.5440369,497.7420349,640.6604004,746.3289185,852.6524658,942.118042,1110.176636,1449.336792,1442.242798,1373.931763,1516.55542,1387.406006,1554.509033,1512.926147,1284.046753,1321.620239,1475.915161,1765.588379
Czechia,Eastern Europe,"Current health expenditure per capita, PPP (current international $)",923.6432495,1031.988525,1127.055908,1273.444702,1328.353027,1402.737183,1475.288208,1578.521484,1777.905151,2016.29541,1919.074585,2010.957397,2042.604614,2379.507568,2472.175537,2441.990234,2521.821777,2753.383789,3040.519043
Denmark,Northern Europe,Current health expenditure (% of GDP),8.10438347,8.44832611,8.70251179,8.9036293,9.00743198,9.0905695,9.16879559,9.3251543,9.51134396,10.67432022,10.33315945,10.15291023,10.24135303,10.16958141,10.17190456,10.22716618,10.14456177,10.03963375,10.0707159
Denmark,Northern Europe,Current health expenditure per capita (current US$),2496.047119,2602.642822,2895.807373,3607.042969,4194.873535,4442.755371,4778.891602,5468.379395,6137.776367,6221.688965,6011.538086,6281.004395,6003.830566,6236.554199,6380.784668,5469.334961,5565.593262,5800.152832,6216.768555
Denmark,Northern Europe,"Current health expenditure per capita, PPP (current international $)",2327.617676,2492.47583,2670.243164,2744.734131,2968.020752,3109.049072,3425.166992,3643.184326,3938.907715,4318.351074,4456.945313,4516.297852,4597.623047,4762.361328,4886.55127,5038.364258,5291.381348,5589.411133,5794.259277
Djibouti,Eastern Africa,Current health expenditure (% of GDP),2.93908072,2.8072207,3.58787632,3.97685766,3.32442927,3.22467232,3.48426819,3.41498637,3.19098687,3.21451879,3.06150365,3.3765645,3.299927,2.92013574,2.96522927,3.07555771,2.72740006,2.46476316,2.32438445
Djibouti,Eastern Africa,Current health expenditure per capita (current US$),31.95798492,31.04225731,40.19449615,46.11334229,40.28805161,40.95962524,47.32995605,50.44793701,53.96245575,55.32074356,56.2014122,68.77837372,72.22033691,67.53491211,73.12316895,82.28987885,76.86833954,72.2347641,70.86093903
Djibouti,Eastern Africa,"Current health expenditure per capita, PPP (current international $)",70.50154877,68.57417297,90.1967926,103.3195801,89.74608612,91.17922974,104.8844986,109.3572922,108.7479172,110.6147156,109.3635254,130.031601,133.5275574,124.0786133,135.0337219,149.8279724,141.1935577,134.433197,134.8893738
Dominica,Caribbean,Current health expenditure (% of GDP),5.3237443,4.6450181,4.6531105,4.84617901,4.74520159,4.97772503,4.78092194,4.79109907,5.04968786,4.98329306,5.1571188,5.33450365,5.79509926,5.30803347,5.22792864,5.1857729,5.15253305,5.44028521,6.59153605
Dominica,Caribbean,Current health expenditure per capita (current US$),254.785553,226.9600678,222.0938568,237.3544617,247.4588165,256.7341309,263.9116516,285.2404175,326.6416931,344.1196594,359.221344,376.9500732,396.8137817,375.1051025,385.1565857,393.936554,415.8875122,398.7094116,490.8182983
Dominica,Caribbean,"Current health expenditure per capita, PPP (current international $)",348.5150452,310.785553,306.5087891,344.395813,355.2528381,385.6350403,398.9672241,436.1425781,501.594696,493.0033264,519.095398,546.8746948,598.4714356,555.8377075,581.8125,563.0336914,578.3104248,583.6682129,710.2449951
Dominican Republic,Caribbean,Current health expenditure (% of GDP),4.88427496,4.88183308,4.98649025,4.38888311,4.2877388,4.35391188,3.99365425,4.20732832,4.72506762,5.08706474,5.57939434,5.66508865,5.88521528,5.76407719,5.75102663,5.78464127,5.82759809,5.83058691,5.73298407
Dominican Republic,Caribbean,Current health expenditure per capita (current US$),140.138855,145.3536682,155.0956116,106.1385651,106.6501617,171.230011,164.1003876,198.0725403,240.4110718,256.3579102,309.9571838,335.0012817,359.6081848,359.5705566,380.0755005,400.3849487,424.3001709,443.6706848,461.542511
Dominican Republic,Caribbean,"Current health expenditure per capita, PPP (current international $)",322.1556702,332.15979,354.9231567,309.4611511,314.0438538,354.9682922,361.401825,414.5554199,483.6838074,523.111084,621.1505737,656.0493774,705.0308838,728.2885742,783.46875,841.9973755,904.4212036,954.5252686,1017.502991
Ecuador,South America,Current health expenditure (% of GDP),3.31528974,3.73755836,4.45758963,5.42486,5.55078459,5.57841349,5.687222,5.8648901,5.81637669,6.4387331,7.12195635,7.86521816,8.47968197,8.55983448,8.62127495,8.58845711,8.29596043,8.25742912,8.13646507
Ecuador,South America,Current health expenditure per capita (current US$),47.89228439,70.81141663,96.82357788,131.5996399,149.3884277,167.4712677,189.3207855,209.2506104,247.1404266,272.4638062,330.0005493,409.0367737,481.8218994,518.4137573,549.784729,525.9973145,502.7444763,513.0761719,516.2479858
Ecuador,South America,"Current health expenditure per capita, PPP (current international $)",194.0924988,228.3789673,283.009552,354.2729797,396.1068726,425.0203552,458.3402405,487.7597351,515.8538208,569.3146362,649.1157837,777.3683472,888.9411621,944.0186768,990.0787354,981.8278809,930.9820557,949.689148,954.7637329
Egypt,Northern Africa,Current health expenditure (% of GDP),4.92244291,5.40030336,5.5107379,5.2242527,4.85732365,4.92229176,4.84190083,4.44493246,4.46634817,4.37870979,4.15319157,4.35707569,4.71025944,4.91730928,5.02518845,5.33657265,5.36399841,5.63305616,4.947577
Egypt,Northern Africa,Current health expenditure per capita (current US$),73.65684509,73.07783508,68.25554657,53.82350159,53.93090057,63.86014175,71.35442352,78.95716858,97.20935059,106.6651917,113.2481995,125.2548676,150.7184143,150.6195984,167.2470856,183.4326172,153.4869537,113.9753799,125.545372
Egypt,Northern Africa,"Current health expenditure per capita, PPP (current international $)",309.0834351,352.0200501,366.6589661,358.6314697,349.9637146,375.2079773,399.1376953,395.9283752,426.9369202,433.306488,428.588562,457.3498535,479.1739197,508.4764099,532.7286377,583.7603149,605.8232422,661.4362793,614.1085815
El Salvador,Central America,Current health expenditure (% of GDP),8.92467785,8.82467365,8.77833939,8.4062252,8.49746799,8.43694401,7.92342138,7.63829565,7.66487646,8.39771748,8.23629189,8.14439964,7.53931999,7.71839237,7.68152761,7.63034058,7.7171073,7.22756004,7.10940361
El Salvador,Central America,Current health expenditure per capita (current US$),178.6319275,182.8806458,186.4581757,185.7367554,193.6116791,204.8970337,208.5317078,212.8181,224.842514,240.0522308,245.7085877,265.9998169,258.4768982,270.8797607,275.6874085,282.7453308,293.2580261,282.0367432,288.5174561
El Salvador,Central America,"Current health expenditure per capita, PPP (current international $)",398.5834656,403.6300049,411.8464356,405.8233948,422.930542,442.6340637,444.8701172,446.6384583,466.6694641,502.3225403,506.7292175,528.7858887,510.6850891,541.4214478,555.8443604,568.7221069,593.1479492,576.2373047,592.3414307
Equatorial Guinea,Middle Africa,Current health expenditure (% of GDP),2.14664936,2.20369768,2.34778309,1.94392169,1.73176396,1.49995625,1.51862013,1.57125568,1.82917058,1.84437954,1.81862855,1.55357504,1.26357353,1.87567019,2.19292879,2.91533971,3.14452434,3.01081419,2.99830961
Equatorial Guinea,Middle Africa,Current health expenditure per capita (current US$),40.92737579,58.34743881,73.50776672,106.5741272,143.7288208,163.7703095,195.2540741,249.9615326,419.6589966,307.4200134,314.1137085,335.7826843,274.3520508,382.3539429,424.7312012,328.8190918,290.6811523,293.1333923,314.2987671
Equatorial Guinea,Middle Africa,"Current health expenditure per capita, PPP (current international $)",206.4368134,351.7677918,434.9219666,532.1937866,572.9841309,421.8797302,454.703064,531.7216187,709.5517578,697.5619507,605.5061035,537.8805542,462.165802,641.1174927,735.5682983,862.7184448,824.874939,738.4888916,696.5806274
Eritrea,Northern Africa,Current health expenditure (% of GDP),5.76670074,5.91931629,6.68851233,7.33703375,7.00984907,6.8641758,6.85840464,5.2786293,6.41520452,5.38878536,4.91415453,5.21496344,3.77572441,4.99239731,4.05145597,4.4600234,3.53811574,3.76475835,4.09255791
Eritrea,Northern Africa,Current health expenditure per capita (current US$),13.75257683,14.51352882,15.21526051,18.9991188,22.12163734,20.64315796,22.02857018,17.96751404,19.32589912,22.39599228,24.63759232,33.50611496,26.19568443,29.78876877,31.86192322,26.75016403,22.77753258,21.17291069,23.78602791
Eritrea,Northern Africa,"Current health expenditure per capita, PPP (current international $)",74.65795898,82.19332123,93.0256424,96.51086426,91.8680954,91.52981567,90.3894577,70.56207275,68.90901947,64.23025513,64.64215088,86.84365082,64.56534576,77.03991699,82.62388611,72.26915741,61.5771637,59.69359207,73.70491028
Estonia,Northern Europe,Current health expenditure (% of GDP),5.15698433,4.77708292,4.70043564,4.85959911,5.119555,5.05801439,4.76530361,4.98330879,5.71032381,6.51218891,6.27224827,5.76757813,5.79034519,5.97791481,6.08077621,6.34629202,6.42956781,6.59183788,6.6878767
Estonia,Northern Europe,Current health expenditure per capita (current US$),209.7131348,214.7041473,250.4802094,349.0580444,455.0681152,524.6801148,600.5078735,832.7330933,1038.562256,963.0196533,926.4541626,1015.968262,1013.314209,1144.646851,1238.927002,1112.914063,1186.102783,1350.380615,1552.96875
Estonia,Northern Europe,"Current health expenditure per capita, PPP (current international $)",485.0810242,491.6590576,546.9086304,635.6445313,741.4125366,838.3687744,917.6850586,1102.969238,1302.357056,1340.146118,1365.057251,1426.672852,1513.638306,1649.725342,1769.96167,1866.389526,2009.142578,2230.44165,2427.627686
Eswatini,Southern Africa,Current health expenditure (% of GDP),4.60951757,5.13895321,5.5229826,6.37864399,6.81432486,7.37623358,7.82560015,7.93004131,8.85792923,8.63292217,8.59125805,8.46997261,7.82028151,7.45686579,7.25702429,7.03397036,6.77650404,6.91085625,6.54034519
Eswatini,Southern Africa,Current health expenditure per capita (current US$),79.68417358,78.20019531,77.6235733,137.0496063,183.9289246,227.4730377,248.5896149,263.8681946,277.9058533,292.2944031,358.1239014,380.8573608,354.0736389,315.4493713,293.0811462,259.5190735,233.6351471,273.1782227,271.1400757
Eswatini,Southern Africa,"Current health expenditure per capita, PPP (current international $)",226.120636,258.2344055,292.7102051,356.3757019,403.775177,475.7286072,548.1906128,591.9910889,674.9373779,668.3878784,693.6122437,709.0028076,698.4103394,698.925293,694.1749268,690.0710449,674.5206299,708.291626,695.6983643
Ethiopia,Eastern Africa,Current health expenditure (% of GDP),4.3650465,4.72316694,4.7126298,4.89970922,4.31281853,4.10098124,4.45757294,5.00128365,4.28063917,4.64983416,5.46637201,4.46897793,4.53959608,4.07506514,4.03365517,3.82316828,3.66298747,3.50331593,3.29555655
Ethiopia,Eastern Africa,Current health expenditure per capita (current US$),5.38449526,5.61692476,5.25928497,5.84133863,5.88065052,6.65360308,8.66179371,11.98231506,13.45180225,15.63803864,16.7058506,15.11116791,20.66479111,19.88365173,22.27192688,23.91623878,25.07559586,24.92481232,24.22611809
Ethiopia,Eastern Africa,"Current health expenditure per capita, PPP (current international $)",21.56564522,25.10711861,25.1006794,25.27506828,25.25160408,26.90855408,32.47278976,40.56086731,38.14111328,44.15262222,57.54932404,51.91085815,56.76084137,55.73523331,60.26792526,62.00055313,62.86778259,65.52737427,66.64078522
Fiji,Melanesia,Current health expenditure (% of GDP),3.42441201,2.90547323,2.983495,2.97298193,3.25768542,3.25656676,3.34798169,3.41514993,3.1846714,3.53587651,3.416641,3.14293504,3.2655499,3.20040703,3.3686049,3.32468939,3.27979708,3.18689561,3.42366552
Fiji,Melanesia,Current health expenditure per capita (current US$),77.02472687,64.19293213,73.05122375,91.40223694,117.6831055,129.1089478,135.9334259,150.6568604,143.7672424,128.8149262,135.1828156,148.8311462,162.4147339,167.8189392,188.8338776,179.2215424,185.3479157,194.4359131,214.5537872
Fiji,Melanesia,"Current health expenditure per capita, PPP (current international $)",197.0413971,173.6498718,186.6142273,191.1209564,225.9568176,233.5042877,249.9980469,257.0533447,244.1844025,266.8207398,266.580719,256.0386963,274.4265137,286.4613648,299.2114868,311.6044006,317.1748047,329.1898804,372.4630432
Finland,Northern Europe,Current health expenditure (% of GDP),7.09253168,7.25090408,7.62769508,7.93805122,8.05912876,8.28795624,8.2841177,8.08359337,8.34310627,9.16122246,9.14202785,9.22303009,9.5857954,9.80534649,9.78115082,9.64523888,9.37796021,9.14156628,9.037323
Finland,Northern Europe,Current health expenditure per capita (current US$),1722.832642,1806.050171,2054.262939,2606.775879,3035.97876,3228.952148,3407.665527,3911.96582,4481.216797,4347.121582,4249.602051,4715.935059,4572.523438,4892.097168,4922.675781,4127.149902,4107.062988,4233.468262,4515.677246
Finland,Northern Europe,"Current health expenditure per capita, PPP (current international $)",1896.124023,2011.46582,2176.567871,2297.399902,2505.600098,2649.95752,2844.798096,3050.319092,3340.422119,3479.862305,3562.180176,3772.536133,3917.43335,4068.539063,4084.430176,4098.916992,4211.662109,4339.905762,4457.170898
France,Western Europe,Current health expenditure (% of GDP),9.58447742,9.70562744,10.02218628,10.08283329,10.16429329,10.2148447,10.39308834,10.33102131,10.51212215,11.29670525,11.24011326,11.20183182,11.31324291,11.43607998,11.58073521,11.46616745,11.50134468,11.39050198,11.25789452
France,Western Europe,Current health expenditure per capita (current US$),2161.853027,2192.71582,2449.758301,3006.305908,3458.627441,3575.025146,3814.276367,4318.73877,4812.536621,4741.415527,4598.320313,4939.310547,4651.108398,4901.933105,4998.668457,4208.38623,4268.174316,4424.507813,4690.072266
France,Western Europe,"Current health expenditure per capita, PPP (current international $)",2516.770264,2685.774658,2876.459717,2854.968506,2970.66333,3135.555908,3391.297119,3541.954102,3710.455811,3942.992676,4061.249023,4217.535645,4287.72998,4547.425781,4659.237793,4691.533691,4942.756836,5110.134277,5250.445313
Gabon,Middle Africa,Current health expenditure (% of GDP),2.90536857,3.15246534,3.33045912,3.5369184,3.33139825,2.93410254,3.1450901,3.1515007,2.794451,3.83981419,2.47556901,2.55771565,2.42097569,2.84087181,2.53282237,2.65743947,3.1076982,2.78074527,2.74503946
Gabon,Middle Africa,Current health expenditure per capita (current US$),127.6435394,125.7693939,137.2801514,174.1004334,190.8656769,199.5854797,223.3005524,266.2097168,285.3922424,297.4153748,218.8583832,276.1181946,237.5954742,275.0193481,244.4314728,196.1650543,216.9078522,200.5618897,218.3686066
Gabon,Middle Africa,"Current health expenditure per capita, PPP (current international $)",438.7771301,455.6563416,476.3033752,514.1755981,488.2478333,437.6915283,455.2177429,490.0429993,415.3551331,561.3637085,376.0491943,409.519043,400.3462219,486.2526245,444.4656982,473.5430603,554.4089966,493.9264221,490.8375855
Gambia,Western Africa,Current health expenditure (% of GDP),6.63892317,5.62362909,6.2633357,5.31111097,5.40308571,5.37833881,5.41599321,4.9471097,4.6473093,4.43418264,4.09267378,4.34501791,4.230021,3.91374874,3.6996479,3.17612934,3.19347262,3.34084225,3.09379649
Gambia,Western Africa,Current health expenditure per capita (current US$),50.86863708,41.45034027,39.55756378,30.87388229,34.72867203,35.80473328,35.87295151,38.60668182,42.96466064,36.94911575,35.2233963,33.1423111,31.41952705,27.41661644,22.47270203,20.98540878,21.80244827,22.71026421,22.15542793
Gambia,Western Africa,"Current health expenditure per capita, PPP (current international $)",167.1996307,167.7720947,187.0680237,188.6902466,118.141861,114.7904205,114.878891,107.7569656,106.4404755,105.9566498,101.690094,98.24365234,99.52353668,93.51011658,86.15175629,75.47995758,75.9103775,82.34416199,80.81072998
Georgia,Western Asia,Current health expenditure (% of GDP),7.39698839,7.37039232,8.03379822,8.2554884,8.3163681,8.30393314,7.84626532,7.64387417,8.68152046,9.83542728,9.54538918,8.38810349,8.37314224,8.3957243,8.43881893,7.93235874,8.42134666,7.05804443,7.11329746
Georgia,Western Asia,Current health expenditure per capita (current US$),51.85281754,55.22227478,64.06044006,77.73462677,100.874176,126.4450836,145.0523071,186.6177826,268.1403503,257.0617676,271.0166626,296.6886902,326.4760742,334.6890564,345.2559815,275.8408203,301.5457764,285.9877014,312.7469177
Georgia,Western Asia,"Current health expenditure per capita, PPP (current international $)",202.7546082,219.6652832,258.8520508,302.2874146,331.8554688,375.8530273,402.3042297,455.5668335,543.3848877,601.0150757,598.9414673,582.6222534,637.0032959,660.3322144,706.6192017,692.7609863,778.0303345,734.5825195,795.9041138
Germany,Western Europe,Current health expenditure (% of GDP),9.8881979,9.92046165,10.18361187,10.40197659,10.14598751,10.31149673,10.17961693,10.05104923,10.2510128,11.23758507,11.0968647,10.77629662,10.84700775,10.99187183,11.01583958,11.17801952,11.23043633,11.32229614,11.42995071
Germany,Western Europe,Current health expenditure per capita (current US$),2344.354736,2346.61499,2567.491455,3152.780518,3459.80957,3558.198242,3697.921631,4182.799316,4669.635254,4674.783203,4611.810547,5036.484863,4762.847656,5096.820801,5304.318848,4622.206543,4742.03418,5052.67334,5472.202148
Germany,Western Europe,"Current health expenditure per capita, PPP (current international $)",2691.438721,2818.558838,2973.175781,3107.499268,3175.637451,3277.197998,3471.187988,3641.599365,3870.049072,4133.010254,4320.84082,4587.425293,4708.954102,4953.155273,5192.505371,5355.324219,5573.716309,5930.576172,6098.202637
Ghana,Western Africa,Current health expenditure (% of GDP),3.00223541,3.38096738,2.99873066,3.02463651,3.10012674,3.97779608,3.9613142,4.06612778,4.19730759,4.70667505,4.69206762,4.74449921,4.18723392,4.62300539,4.10044813,4.62171459,3.46157742,3.32977843,3.53888083
Ghana,Western Africa,Current health expenditure per capita (current US$),17.85551643,20.92321587,21.03129005,25.49957466,29.50203323,44.7131424,50.95217896,60.0993042,68.42399597,67.71266937,81.50324249,100.2524643,91.01084137,109.9452362,80.73294067,81.61917114,66.85653687,67.45523071,77.91143036
Ghana,Western Africa,"Current health expenditure per capita, PPP (current international $)",121.9974442,142.4452667,131.0065155,137.5007019,148.2594605,203.0624847,133.3715973,138.9673462,152.7838135,175.4086762,186.0814209,216.7119904,206.7341156,180.7441864,164.2720947,186.9212036,143.1585388,148.4199066,167.9795227
